time,equity,cash,position,drawdown
2026-02-02 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-02 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-03 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-04 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-05 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-06 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-09 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-10 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-11 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-12 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-13 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-17 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-18 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-19 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-20 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-23 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 10:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 11:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 12:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 13:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 14:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-24 15:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-25 09:30:00-05:00,5069.116379537065,5069.116379537065,CASH,0.1826170135801124
2026-02-25 10:30:00-05:00,4996.19940996225,-9.094947017729282e-13,SOXL,0.19437470188104533
2026-02-25 11:30:00-05:00,5039.866119244875,-9.094947017729282e-13,SOXL,0.18733354863693275
2026-02-25 12:30:00-05:00,5057.815684405589,-9.094947017729282e-13,SOXL,0.18443922385180267
2026-02-25 13:30:00-05:00,5069.9629357759495,-9.094947017729282e-13,SOXL,0.18248050839559826
2026-02-25 14:30:00-05:00,5060.280593263936,-9.094947017729282e-13,SOXL,0.18404176314799614
2026-02-25 15:30:00-05:00,5058.921347533417,-9.094947017729282e-13,SOXL,0.18426093829634638
2026-02-26 09:30:00-05:00,4372.283860977775,-9.094947017729282e-13,SOXL,0.2949796035087542
2026-02-26 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-26 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-26 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-26 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-26 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-26 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-02-27 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-02 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-03 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-04 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-05 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 09:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 10:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 11:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 12:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 13:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 14:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-06 15:30:00-05:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-09 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-10 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-11 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-12 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-13 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-16 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-17 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-18 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 12:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 13:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 14:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-19 15:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-20 09:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-20 10:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
2026-03-20 11:30:00-04:00,4368.69699980151,4368.69699980151,CASH,0.29555797636126224
